step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
277,TRANSFER,1440707.4,C942651907,9564.0,0.0,C1373430437,1501504.31,2942211.71,0,0
277,CASH_OUT,195369.92,C918380375,39969.0,0.0,C21764104,1600200.0,1795569.92,0,0
277,PAYMENT,11888.55,C39629770,0.0,0.0,M1046738715,0.0,0.0,0,0
277,TRANSFER,174165.28,C2077863286,201021.0,26855.72,C1980524555,1746841.45,1921006.72,0,0
277,TRANSFER,662765.5,C667026109,10517.0,0.0,C87970439,2103082.38,2723660.53,0,0
277,PAYMENT,6653.92,C1080502124,186280.0,179626.08,M1637735252,0.0,0.0,0,0
277,PAYMENT,6580.87,C1469675532,232837.0,226256.13,M1618567080,0.0,0.0,0,0
277,CASH_OUT,93036.01,C425482380,55500.0,0.0,C1478543668,2098631.71,1930074.04,0,0
277,CASH_IN,153772.29,C378828680,139833.0,293605.29,C1309483642,0.0,0.0,0,0
277,CASH_OUT,126247.97,C181482574,136253.0,10005.03,C1767042650,777578.89,903826.85,0,0
277,TRANSFER,142310.69,C545238691,30672.0,0.0,C2046579330,0.0,142310.69,0,0
277,CASH_OUT,169413.66,C1536952856,107834.0,0.0,C263049186,79611.14,249024.8,0,0
277,CASH_OUT,134766.12,C1845567188,0.0,0.0,C930884673,244011.92,378778.04,0,0
277,CASH_OUT,162874.21,C1844524062,25756.0,0.0,C636504150,857723.25,1020597.45,0,0
277,PAYMENT,15526.98,C807830965,326.0,0.0,M189896035,0.0,0.0,0,0
277,CASH_OUT,62239.18,C1832967523,30181.0,0.0,C719320288,31460.54,93699.73,0,0
277,CASH_OUT,215338.88,C167073041,41235.0,0.0,C1285535903,726795.82,942134.7,0,0
277,CASH_IN,315391.81,C226128567,59259.0,374650.81,C812387198,230358.17,0.0,0,0
277,CASH_OUT,67527.61,C168236278,374650.81,307123.2,C1280305030,2690749.11,2758276.72,0,0
277,CASH_IN,157294.73,C1632074512,40896.0,198190.73,C223191440,428348.69,271053.96,0,0
277,CASH_OUT,76359.13,C1119479796,488.0,0.0,C1602265883,0.0,76359.13,0,0
277,CASH_OUT,109245.59,C470338270,0.0,0.0,C825586992,132507.92,241753.51,0,0
277,CASH_IN,155713.67,C781896973,29775.0,185488.67,C916273191,69062.89,0.0,0,0
277,CASH_IN,302868.35,C1960815669,5093.0,307961.35,C1660431158,40521.71,0.0,0,0
277,CASH_OUT,26401.24,C2043966237,86315.0,59913.76,C1459075071,246600.3,273001.54,0,0
277,PAYMENT,18421.51,C600840387,9034.0,0.0,M1541032721,0.0,0.0,0,0
277,CASH_OUT,101955.99,C1382935131,5166.0,0.0,C2100315012,0.0,101955.99,0,0
277,PAYMENT,6737.85,C150677392,0.0,0.0,M726544460,0.0,0.0,0,0
277,PAYMENT,8401.64,C583361783,0.0,0.0,M524778950,0.0,0.0,0,0
277,CASH_OUT,55384.12,C1313938969,51200.0,0.0,C1217995707,591519.75,1222361.23,0,0
277,PAYMENT,3521.98,C340237263,50730.0,47208.02,M489465708,0.0,0.0,0,0
277,PAYMENT,5032.87,C966873154,11196.0,6163.13,M2135306425,0.0,0.0,0,0
277,TRANSFER,940962.64,C1475827069,6163.13,0.0,C358839398,4258797.55,5199760.19,0,0
277,PAYMENT,8577.72,C790142760,251066.0,242488.28,M478738889,0.0,0.0,0,0
277,CASH_IN,113928.95,C1384501529,15490.0,129418.95,C1976154331,0.0,0.0,0,0
277,CASH_OUT,222546.37,C1068776073,129418.95,0.0,C1503778391,647298.64,869845.01,0,0
277,CASH_IN,94595.65,C1421738888,7309.0,101904.65,C2109678345,486883.59,392287.94,0,0
277,CASH_IN,27224.03,C254013031,104457.0,131681.03,C226836638,1107578.26,1080354.23,0,0
277,CASH_OUT,32001.39,C1934818179,131681.03,99679.64,C828577595,27304564.32,27336565.7,0,0
277,PAYMENT,264.83,C1840047890,51762.0,51497.17,M1227496300,0.0,0.0,0,0
277,PAYMENT,4051.61,C1500153080,207952.0,203900.39,M1023472309,0.0,0.0,0,0
277,PAYMENT,12644.18,C924718704,26690.0,14045.82,M779520644,0.0,0.0,0,0
277,TRANSFER,371533.43,C599164662,99559.0,0.0,C2013690708,0.0,371533.43,0,0
277,CASH_OUT,196401.42,C421092719,322704.0,126302.58,C1145017802,47904.2,244305.62,0,0
277,CASH_OUT,278278.72,C1593013674,20845.0,0.0,C411327484,55021.92,333300.64,0,0
277,PAYMENT,15970.34,C1145824858,0.0,0.0,M1407015187,0.0,0.0,0,0
277,PAYMENT,15685.02,C8160290,103395.0,87709.98,M1164443554,0.0,0.0,0,0
277,CASH_OUT,168272.04,C1577433186,2081.0,0.0,C829072589,0.0,168272.04,0,0
277,PAYMENT,15608.66,C1739155312,1792.0,0.0,M51425843,0.0,0.0,0,0
277,CASH_OUT,31193.47,C2045822748,41703.0,10509.53,C571421413,224762.55,255956.02,0,0
277,PAYMENT,9828.88,C172336872,20522.0,10693.12,M645648951,0.0,0.0,0,0
277,PAYMENT,10503.14,C545025505,464789.0,454285.86,M1598785237,0.0,0.0,0,0
277,PAYMENT,279.92,C2015234354,674.0,394.08,M9213548,0.0,0.0,0,0
277,PAYMENT,8305.04,C1130164473,96413.0,88107.96,M1084402537,0.0,0.0,0,0
277,CASH_OUT,23793.8,C1224572374,43640.0,19846.2,C586399952,41280.0,65073.8,0,0
277,CASH_OUT,54869.34,C740732243,19846.2,0.0,C1781045188,322051.68,376921.02,0,0
277,CASH_OUT,18735.09,C140069654,15014.0,0.0,C202847631,824182.64,842917.73,0,0
277,CASH_OUT,10363.5,C1567965335,0.0,0.0,C936033875,73131.26,83494.76,0,0
277,PAYMENT,19473.46,C2118489378,19937.0,463.54,M1729160076,0.0,0.0,0,0
277,PAYMENT,11712.94,C626201987,463.54,0.0,M1389729862,0.0,0.0,0,0
277,PAYMENT,4156.3,C7072699,0.0,0.0,M1619489977,0.0,0.0,0,0
277,CASH_OUT,150366.51,C1573227047,886952.0,736585.49,C1117786156,0.0,150366.51,0,0
277,PAYMENT,6984.56,C598486641,736585.49,729600.93,M2084913036,0.0,0.0,0,0
277,PAYMENT,491.05,C658288129,5251.0,4759.95,M1448709235,0.0,0.0,0,0
277,CASH_IN,76.58,C340062063,29711.0,29787.58,C443370920,12207.74,12131.16,0,0
277,PAYMENT,2808.73,C1101531956,639.0,0.0,M52881830,0.0,0.0,0,0
277,CASH_IN,2958.18,C419878821,738.0,3696.18,C2066585064,3640013.32,3637055.14,0,0
277,PAYMENT,2349.14,C705326205,9212.0,6862.86,M737813411,0.0,0.0,0,0
277,CASH_OUT,71873.76,C522552483,286.0,0.0,C388289837,0.0,71873.76,0,0
277,CASH_OUT,94344.95,C808567581,31796.0,0.0,C1214717779,2124176.14,2011304.28,0,0
277,CASH_OUT,167754.62,C1235302626,0.0,0.0,C128298441,206091.5,373846.12,0,0
277,CASH_OUT,103433.74,C859630926,16398.0,0.0,C567542968,0.0,103433.74,0,0
277,PAYMENT,2964.44,C1013526,30535.0,27570.56,M1041790241,0.0,0.0,0,0
277,CASH_IN,178214.9,C2118007848,21216.0,199430.9,C263490982,1870183.03,1691968.13,0,0
277,CASH_IN,52867.78,C717027388,41161.0,94028.78,C1266475869,502592.37,449724.59,0,0
277,CASH_OUT,301764.25,C1366334906,31365.0,0.0,C549350250,21202.36,322966.61,0,0
277,CASH_OUT,53426.93,C742149064,0.0,0.0,C1303265602,2287229.06,2340656.0,0,0
277,CASH_OUT,241416.22,C594341147,191.0,0.0,C1787517124,1298130.15,1539546.37,0,0
277,PAYMENT,8386.32,C1851563090,0.0,0.0,M999575918,0.0,0.0,0,0
277,PAYMENT,2396.47,C1966616543,156.0,0.0,M838340694,0.0,0.0,0,0
277,CASH_OUT,20603.14,C994882615,0.0,0.0,C65771881,817921.95,838525.09,0,0
277,CASH_OUT,103747.12,C575315217,0.0,0.0,C1134059845,9206535.54,9310282.66,0,0
277,CASH_IN,62583.49,C381163600,133645.0,196228.49,C396632954,1282174.24,1219590.75,0,0
277,PAYMENT,2152.78,C1739833457,196228.49,194075.71,M964701628,0.0,0.0,0,0
277,CASH_IN,46724.05,C1339329928,172313.0,219037.05,C1489063383,0.0,0.0,0,0
277,CASH_OUT,45876.84,C427321018,30808.0,0.0,C1196798971,0.0,45876.84,0,0
277,CASH_OUT,5594.1,C1613860268,0.0,0.0,C821025135,20732.85,26326.95,0,0
