step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
426,CASH_OUT,2360.85,C1227330549,368465.0,366104.15,C1683370394,455269.23,457630.08,0,0
426,CASH_OUT,51087.75,C1218504613,366104.15,315016.4,C1309874651,740920.94,792008.69,0,0
426,CASH_OUT,131029.15,C1373118556,315016.4,183987.26,C987636784,3643748.61,3774777.76,0,0
426,CASH_OUT,209795.98,C2003874771,183987.26,0.0,C902195489,2409385.7,2619181.68,0,0
426,CASH_OUT,50207.24,C37564147,0.0,0.0,C220867486,336089.94,386297.18,0,0
426,CASH_OUT,26717.78,C1299152094,0.0,0.0,C855824878,862626.32,889344.1,0,0
426,CASH_OUT,165524.09,C1562738671,0.0,0.0,C250855229,641914.25,807438.34,0,0
426,CASH_OUT,66792.86,C800698803,0.0,0.0,C100536991,1834518.99,1901311.85,0,0
426,CASH_OUT,93059.72,C1142441985,0.0,0.0,C1364270543,1110705.66,1203765.38,0,0
426,CASH_OUT,88405.38,C1915180496,0.0,0.0,C1510630947,423401.84,511807.21,0,0
426,CASH_OUT,260459.9,C76252796,0.0,0.0,C1283602071,719680.69,980140.59,0,0
426,CASH_OUT,300294.82,C1717410679,0.0,0.0,C1184828957,917994.04,1218288.86,0,0
426,CASH_OUT,321656.54,C1610850301,0.0,0.0,C1840962260,5447973.11,5769629.64,0,0
426,CASH_OUT,84016.86,C683859960,0.0,0.0,C257372818,1582846.84,1666863.7,0,0
426,CASH_OUT,156400.48,C1881281786,0.0,0.0,C612932341,5662918.91,5819319.4,0,0
426,CASH_OUT,315020.1,C2058268586,0.0,0.0,C571514738,6045496.6,6360516.7,0,0
426,CASH_OUT,178074.32,C112081781,0.0,0.0,C1095146308,584029.48,762103.8,0,0
426,CASH_OUT,83848.39,C942479687,0.0,0.0,C1906424537,401834.67,485683.06,0,0
426,CASH_OUT,90405.82,C1481133948,0.0,0.0,C109438920,1273007.32,1363413.14,0,0
426,PAYMENT,937.8,C1460955168,141584.0,140646.2,M538350628,0.0,0.0,0,0
426,CASH_OUT,192394.5,C1881228864,60246.0,0.0,C326402944,3893903.57,4086298.07,0,0
426,PAYMENT,27358.05,C1778963607,0.0,0.0,M506061982,0.0,0.0,0,0
426,PAYMENT,25199.04,C176874699,0.0,0.0,M1893970076,0.0,0.0,0,0
426,PAYMENT,9203.18,C1550024315,409.0,0.0,M222260349,0.0,0.0,0,0
426,CASH_OUT,302679.79,C1355709869,16190.0,0.0,C1626088718,61489.22,364169.01,0,0
